Start_frame	End_frame	Video_number
32044	32076	V1008
32126	32158	V1008
32343	32389	V1008
33233	33358	V1008
33392	33424	V1008
34863	34925	V1008
35042	35102	V1008
839	1345	V1009
7244	7605	V1009
8044	8063	V1009
8308	8560	V1009
8720	9356	V1009
9614	9956	V1009
12761	12983	V1009
16986	17001	V1009
17170	17212	V1009
17244	17440	V1009
17446	17461	V1009
17484	17499	V1009
17573	17824	V1009
17836	17853	V1009
18948	19113	V1009
19225	19560	V1009
19809	19843	V1009
19881	19926	V1009
19946	20227	V1009
23710	23903	V1009
23926	24041	V1009
24046	24182	V1009
25669	25701	V1009
25761	25836	V1009
25951	26081	V1009
27966	28082	V1009
32124	32480	V1009
32586	32865	V1009
6022	6037	V1010
6653	6675	V1010
6717	6780	V1010
7871	7893	V1010
8246	8281	V1010
8847	8865	V1010
9195	9257	V1010
10641	10669	V1010
11432	11441	V1010
12507	12575	V1010
13308	13340	V1010
13599	13655	V1010
14433	14513	V1010
15148	15225	V1010
15688	15782	V1010
19045	19184	V1010
21134	21213	V1010
22341	22469	V1010
22855	22886	V1010
23368	23438	V1010
23514	23548	V1010
23561	23570	V1010
25845	25862	V1010
28098	28121	V1010
30135	30291	V1010
30572	30590	V1010
33005	33126	V1010
33183	33455	V1010
33787	33860	V1010
34113	34173	V1010
34296	34492	V1010
34524	34660	V1010
34688	34793	V1010
1069	1086	V101002
3981	4070	V101002
6905	6933	V101002
7008	7103	V101002
7782	8361	V101002
8395	8422	V101002
9849	9899	V101002
10123	10234	V101002
11921	12145	V101002
13005	13051	V101002
13272	13361	V101002
13393	13562	V101002
14963	14997	V101002
18146	18197	V101002
18639	18670	V101002
19391	19519	V101002
19549	19597	V101002
20840	20858	V101002
21028	21120	V101002
21195	21229	V101002
22118	22146	V101002
22312	22322	V101002
22369	22498	V101002
22524	22727	V101002
24255	24761	V101002
24926	24942	V101002
24997	25059	V101002
25109	25138	V101002
25183	25224	V101002
25288	25389	V101002
25787	26057	V101002
28728	29083	V101002
29383	29463	V101002
29517	29621	V101002
30007	30024	V101002
30401	30446	V101002
31045	31165	V101002
31221	31237	V101002
32611	32628	V101002
34888	34895	V101002
35235	35332	V101002
1302	1343	V101003
1615	1650	V101003
2277	2478	V101003
2812	2983	V101003
3005	3017	V101003
4068	4124	V101003
4479	4770	V101003
5601	5620	V101003
6343	6361	V101003
9236	9434	V101003
11720	11910	V101003
13213	13440	V101003
13458	13596	V101003
13962	14046	V101003
14083	14360	V101003
14788	14832	V101003
15346	15360	V101003
17578	17642	V101003
19476	19486	V101003
22356	22403	V101003
22432	22442	V101003
30301	30448	V101003
30484	30630	V101003
30924	30987	V101003
31020	31129	V101003
32257	32368	V101003
32614	32649	V101003
33936	33975	V101003
34828	34950	V101003
35377	35399	V101003
4422	4444	V1011
6609	6631	V1011
14647	14678	V1011
24656	24683	V1011
26871	26919	V1011
33973	33988	V1011
34031	34039	V1011
34041	34068	V1011
34863	35024	V1011
35250	35312	V1011
35372	35498	V1011
35543	35612	V1011
35708	35944	V1011
35995	36015	V1011
40	95	V101102
869	1495	V101102
1594	1611	V101102
4951	4963	V101102
6781	6795	V101102
8164	8234	V101102
8249	8350	V101102
11632	11776	V101102
12052	12107	V101102
12128	12145	V101102
12824	12849	V101102
13019	13091	V101102
15505	15518	V101102
15554	16199	V101102
16798	16852	V101102
26128	26673	V101102
31222	31274	V101102
33556	33928	V101102
15273	15288	V101103
16449	16518	V101103
16546	16559	V101103
16711	17157	V101103
17915	18028	V101103
18217	18336	V101103
18447	18498	V101103
20896	21036	V101103
21096	21218	V101103
21449	21604	V101103
22058	22136	V101103
22169	22206	V101103
25481	25516	V101103
27134	27164	V101103
28548	28670	V101103
33986	34010	V101103
19623	19653	V1012
21118	21164	V1012
24267	24301	V1012
24339	24382	V1012
24551	24577	V1012
24708	24732	V1012
24880	25025	V1012
28627	28643	V1012
30018	30164	V1012
30456	30665	V1012
31074	31113	V1012
19623	19653	V1012
21118	21164	V1012
24267	24301	V1012
24339	24382	V1012
24551	24577	V1012
24708	24732	V1012
24880	25025	V1012
28627	28643	V1012
30018	30164	V1012
30456	30665	V1012
31074	31113	V1012
6544	6568	V101202
6764	7170	V101202
7263	7336	V101202
7720	7865	V101202
7894	8242	V101202
8482	8634	V101202
8669	8715	V101202
8739	9052	V101202
9695	10207	V101202
10359	10564	V101202
10693	10925	V101202
11913	11998	V101202
12038	12123	V101202
13523	13579	V101202
13603	13664	V101202
18138	18313	V101202
25519	25552	V101202
29216	29282	V101202
33264	33384	V101202
1006	1349	V101203
3487	3555	V101203
5088	5207	V101203
13248	13480	V101203
16375	16541	V101203
19610	19681	V101203
19796	19866	V101203
20522	20785	V101203
29602	29617	V101203
11942	11957	V1015
12025	12221	V1015
4807	5346	V1016
7728	7934	V1016
13706	14085	V1016
15956	16358	V1016
16617	17421	V1016
19896	20336	V1016
27060	27211	V1016
27261	27405	V1016
27686	27898	V1016
32673	32747	V1016
8442	8743	V1017
11869	12040	V1017
18468	18626	V1017
18680	18694	V1017
19478	19542	V1017
29057	29444	V1017
30957	31032	V1017
33150	33165	V1017
2453	2467	V1018
2681	2709	V1018
5910	5925	V1018
5952	6004	V1018
6061	6076	V1018
6119	6201	V1018
9332	9398	V1018
9602	9623	V1018
9760	9813	V1018
9995	10020	V1018
10818	10876	V1018
10903	10990	V1018
12669	12721	V1018
14395	14633	V1018
17187	17203	V1018
17218	17270	V1018
17290	17345	V1018
17507	17608	V1018
33982	36000	V1018
19266	19939	V1019
21320	21361	V1019
21380	21819	V1019
25316	25557	V1019
29809	29943	V1019
30210	30317	V1019
32048	32288	V1019
32309	32329	V1019
35105	35213	V1019
3714	5145	V1020
6107	6320	V1020
7273	7586	V1020
11439	11903	V1020
12530	12554	V1020
12900	13177	V1020
13252	13478	V1020
18604	18740	V1020
18889	19084	V1020
25467	25640	V1020
26657	26768	V1020
26890	27136	V1020
34606	34788	V1020
35547	36000	V1020
6704	7489	V1021
7886	8161	V1021
17719	17754	V1021
19984	20125	V1021
23264	23366	V1021
24953	25095	V1021
27817	27996	V1021
12362	12535	V1022
25005	25254	V1022
35499	35681	V1022
8120	9131	V1024
16253	16870	V1024
17207	17342	V1024
17626	17768	V1024
17796	18708	V1024
18737	18754	V1024
24723	25079	V1024
26602	26718	V1024
29441	29706	V1024
29821	30150	V1024
30197	30346	V1024
30387	30491	V1024
33149	33304	V1024
35679	36000	V1024
8498	8548	V1025
9319	9419	V1025
3849	4105	V1026
4483	5066	V1026
5094	5696	V1026
7233	8076	V1026
11797	12198	V1026
13160	13751	V1026
16143	16848	V1026
21264	21428	V1026
21449	21467	V1026
21594	21930	V1026
22068	22837	V1026
25347	25892	V1026
26103	27053	V1026
27647	27694	V1026
28272	29268	V1026
35869	36000	V1026
9927	9988	V1027
10715	11093	V1027
12315	12876	V1027
16717	17039	V1027
18616	18779	V1027
19144	19542	V1027
21358	21459	V1027
21641	22212	V1027
24359	24476	V1027
25239	25277	V1027
26081	26131	V1027
7663	8264	V1028
8965	9079	V1028
25428	26186	V1028
26477	26505	V1028
26627	26699	V1028
4688	4822	V1029
11951	12317	V1029
12334	12424	V1029
17109	17270	V1029
24210	24249	V1029
24304	24646	V1029
25806	26060	V1029
32514	32811	V1029
33249	33323	V1029
12309	12484	V1030
24034	24153	V1030
25186	25212	V1030
25284	25429	V1030
1897	1983	V1031
15501	15674	V1031
16948	17089	V1031
19473	19700	V1031
19827	19977	V1031
20007	20246	V1031
22518	22596	V1031
23445	23472	V1031
32327	32347	V1031
1853	2079	V1032
2237	2389	V1032
2836	3023	V1032
6690	6716	V1032
8043	8388	V1032
9040	9666	V1032
21799	22071	V1032
23422	23647	V1032
24426	25966	V1032
27343	27776	V1032
28597	28883	V1032
30690	30771	V1032
35427	35452	V1032
882	1069	V1034
1125	1460	V1034
1574	1838	V1034
1858	1897	V1034
2002	2164	V1034
2759	2883	V1034
3132	3321	V1034
3679	3939	V1034
4223	4579	V1034
4928	4976	V1034
7122	7263	V1034
7788	7965	V1034
8849	9019	V1034
9286	9405	V1034
11451	11648	V1034
12776	12868	V1034
12907	13109	V1034
13126	13166	V1034
13199	13398	V1034
13431	13534	V1034
13833	13895	V1034
13975	14135	V1034
15105	15213	V1034
15268	15659	V1034
15708	15894	V1034
15982	16086	V1034
20254	20548	V1034
21208	21398	V1034
21715	21748	V1034
24119	24570	V1034
25921	25974	V1034
26095	26337	V1034
29172	29181	V1034
29374	29412	V1034
